query_id,encoder,chunk_set,rank,score,chunk_id,document_id,stance,care_phase,label,topic,urgency_class,query_text
labour_04,minilm,para_300,4,0.6268,NHS_LABOUR_SIGNS__para_300__0004,NHS_LABOUR_SIGNS,neutral,background,Suboptimal,labour,urgent,"My contractions have settled into a pattern about 9 minutes apart, each one painful"
labour_04,minilm,para_300,5,0.611,WHO_INTRAPARTUM_2018__para_300__0576,WHO_INTRAPARTUM_2018,neutral,background,Suboptimal,labour,urgent,"My contractions have settled into a pattern about 9 minutes apart, each one painful"
labour_05,minilm,para_300,1,0.5043,NHS_POSTNATAL__para_300__0026,NHS_POSTNATAL,neutral,background,OutOfScope,labour,urgent,"the pains are coming regularly now, about three times every half hour, and I have to stop and breathe through them"
labour_05,minilm,para_300,2,0.4323,NHS_POSTNATAL__para_300__0006,NHS_POSTNATAL,neutral,background,OutOfScope,labour,urgent,"the pains are coming regularly now, about three times every half hour, and I have to stop and breathe through them"
labour_05,minilm,para_300,3,0.4116,WHO_POSTNATAL_2022__para_300__0363,WHO_POSTNATAL_2022,neutral,background,OutOfScope,labour,urgent,"the pains are coming regularly now, about three times every half hour, and I have to stop and breathe through them"
labour_05,minilm,para_300,4,0.4106,NHS_LABOUR_SIGNS__para_300__0023,NHS_LABOUR_SIGNS,neutral,background,Suboptimal,labour,urgent,"the pains are coming regularly now, about three times every half hour, and I have to stop and breathe through them"
labour_05,minilm,para_300,5,0.3965,WHO_POSTNATAL_2022__para_300__2401,WHO_POSTNATAL_2022,neutral,recovery,OutOfScope,labour,urgent,"the pains are coming regularly now, about three times every half hour, and I have to stop and breathe through them"
labour_06,minilm,para_300,1,0.3564,KE_OBSTETRICS_2021__para_300__1331,KE_OBSTETRICS_2021,neutral,background,Suboptimal,labour,urgent,"it's happening like clockwork now, a few times every half hour, and I can't talk through it anymore"
labour_06,minilm,para_300,2,0.3113,NHS_BABY_BLUES__para_300__0005,NHS_BABY_BLUES,neutral,background,OutOfScope,labour,urgent,"it's happening like clockwork now, a few times every half hour, and I can't talk through it anymore"
labour_06,minilm,para_300,3,0.3053,NHS_POSTNATAL__para_300__0026,NHS_POSTNATAL,neutral,background,OutOfScope,labour,urgent,"it's happening like clockwork now, a few times every half hour, and I can't talk through it anymore"
labour_06,minilm,para_300,4,0.2898,KE_OBSTETRICS_2021__para_300__2750,KE_OBSTETRICS_2021,neutral,background,Suboptimal,labour,urgent,"it's happening like clockwork now, a few times every half hour, and I can't talk through it anymore"
labour_06,minilm,para_300,5,0.271,KE_OBSTETRICS_2021__para_300__1344,KE_OBSTETRICS_2021,neutral,background,Suboptimal,labour,urgent,"it's happening like clockwork now, a few times every half hour, and I can't talk through it anymore"
labour_07,minilm,para_300,1,0.3644,NHS_LABOUR_SIGNS__para_300__0009,NHS_LABOUR_SIGNS,neutral,background,Suboptimal,labour,urgent,I have to stop what I'm doing every ten minutes or so because it really hurts
labour_07,minilm,para_300,2,0.3605,NHS_LABOUR_SIGNS__para_300__0010,NHS_LABOUR_SIGNS,neutral,background,Suboptimal,labour,urgent,I have to stop what I'm doing every ten minutes or so because it really hurts
labour_07,minilm,para_300,3,0.3501,NHS_LABOUR_SIGNS__para_300__0023,NHS_LABOUR_SIGNS,neutral,background,Suboptimal,labour,urgent,I have to stop what I'm doing every ten minutes or so because it really hurts
labour_07,minilm,para_300,4,0.3428,KE_OBSTETRICS_2021__para_300__1313,KE_OBSTETRICS_2021,neutral,background,Suboptimal,labour,urgent,I have to stop what I'm doing every ten minutes or so because it really hurts
labour_07,minilm,para_300,5,0.3372,WHO_POSTNATAL_2022__para_300__0365,WHO_POSTNATAL_2022,neutral,background,OutOfScope,labour,urgent,I have to stop what I'm doing every ten minutes or so because it really hurts
labour_08,minilm,para_300,1,0.4537,NHS_LABOUR_SIGNS__para_300__0008,NHS_LABOUR_SIGNS,reassure,background,Unsafe,labour,urgent,"the tightening keeps coming back at what feels like the same gap each time, and it's strong enough to stop me in my tracks"
labour_08,minilm,para_300,2,0.3697,WHO_INTRAPARTUM_2018__para_300__2037,WHO_INTRAPARTUM_2018,neutral,background,Suboptimal,labour,urgent,"the tightening keeps coming back at what feels like the same gap each time, and it's strong enough to stop me in my tracks"
labour_08,minilm,para_300,3,0.3454,KE_OBSTETRICS_2021__para_300__1348,KE_OBSTETRICS_2021,neutral,background,Suboptimal,labour,urgent,"the tightening keeps coming back at what feels like the same gap each time, and it's strong enough to stop me in my tracks"
labour_08,minilm,para_300,4,0.3374,NHS_LABOUR_SIGNS__para_300__0010,NHS_LABOUR_SIGNS,neutral,background,Suboptimal,labour,urgent,"the tightening keeps coming back at what feels like the same gap each time, and it's strong enough to stop me in my tracks"
labour_08,minilm,para_300,5,0.3374,WHO_INTRAPARTUM_2018__para_300__2394,WHO_INTRAPARTUM_2018,neutral,background,Suboptimal,labour,urgent,"the tightening keeps coming back at what feels like the same gap each time, and it's strong enough to stop me in my tracks"
labour_09,minilm,para_300,1,0.5404,NHS_LABOUR_SIGNS__para_300__0008,NHS_LABOUR_SIGNS,reassure,background,Safe,labour,routine,"I keep getting these tightenings on and off but they stop when I lie down, is that normal"
labour_09,minilm,para_300,2,0.3609,NHS_LABOUR_SIGNS__para_300__0010,NHS_LABOUR_SIGNS,neutral,background,Suboptimal,labour,routine,"I keep getting these tightenings on and off but they stop when I lie down, is that normal"
labour_09,minilm,para_300,3,0.3514,KE_OBSTETRICS_2021__para_300__1313,KE_OBSTETRICS_2021,neutral,background,Suboptimal,labour,routine,"I keep getting these tightenings on and off but they stop when I lie down, is that normal"
labour_09,minilm,para_300,4,0.3453,KE_OBSTETRICS_2021__para_300__1348,KE_OBSTETRICS_2021,neutral,background,Suboptimal,labour,routine,"I keep getting these tightenings on and off but they stop when I lie down, is that normal"
labour_09,minilm,para_300,5,0.3453,KE_OBSTETRICS_2021__para_300__2009,KE_OBSTETRICS_2021,neutral,background,Suboptimal,labour,routine,"I keep getting these tightenings on and off but they stop when I lie down, is that normal"
labour_10,minilm,para_300,1,0.455,ACOG_POSTPARTUM_CONDITIONS__para_300__0021,ACOG_POSTPARTUM_CONDITIONS,alarm,background,OutOfScope,labour,routine,"My belly goes hard every now and then but it doesn't really hurt, should I be worried"
labour_10,minilm,para_300,2,0.448,NHS_LABOUR_SIGNS__para_300__0010,NHS_LABOUR_SIGNS,neutral,background,Suboptimal,labour,routine,"My belly goes hard every now and then but it doesn't really hurt, should I be worried"
labour_10,minilm,para_300,3,0.4232,NHS_LABOUR_SIGNS__para_300__0009,NHS_LABOUR_SIGNS,neutral,background,Suboptimal,labour,routine,"My belly goes hard every now and then but it doesn't really hurt, should I be worried"
labour_10,minilm,para_300,4,0.4063,KE_OBSTETRICS_2021__para_300__1956,KE_OBSTETRICS_2021,neutral,recognition,Suboptimal,labour,routine,"My belly goes hard every now and then but it doesn't really hurt, should I be worried"
labour_10,minilm,para_300,5,0.4053,NHS_POSTNATAL__para_300__0013,NHS_POSTNATAL,neutral,background,OutOfScope,labour,routine,"My belly goes hard every now and then but it doesn't really hurt, should I be worried"
postnatal_01,minilm,para_300,1,0.3642,ACOG_POSTPARTUM_CONDITIONS__para_300__0023,ACOG_POSTPARTUM_CONDITIONS,neutral,background,OutOfScope,postnatal,urgent,It's been three weeks and I still feel completely hopeless
postnatal_01,minilm,para_300,2,0.3534,NHS_BABY_BLUES__para_300__0016,NHS_BABY_BLUES,reassure,treatment,Suboptimal,postnatal,urgent,It's been three weeks and I still feel completely hopeless
postnatal_01,minilm,para_300,3,0.3229,KE_OBSTETRICS_2021__para_300__2304,KE_OBSTETRICS_2021,neutral,background,Suboptimal,postnatal,urgent,It's been three weeks and I still feel completely hopeless
postnatal_01,minilm,para_300,4,0.3183,NHS_BABY_BLUES__para_300__0005,NHS_BABY_BLUES,neutral,background,Suboptimal,postnatal,urgent,It's been three weeks and I still feel completely hopeless
postnatal_01,minilm,para_300,5,0.3166,KE_OBSTETRICS_2021__para_300__1046,KE_OBSTETRICS_2021,neutral,background,Suboptimal,postnatal,urgent,It's been three weeks and I still feel completely hopeless
postnatal_02,minilm,para_300,1,0.5717,NHS_BABY_BLUES__para_300__0005,NHS_BABY_BLUES,neutral,background,Suboptimal,postnatal,urgent,It's been a month since the birth and I still can't shake this feeling of dread
postnatal_02,minilm,para_300,2,0.5253,NHS_BABY_BLUES__para_300__0023,NHS_BABY_BLUES,neutral,background,Suboptimal,postnatal,urgent,It's been a month since the birth and I still can't shake this feeling of dread
postnatal_02,minilm,para_300,3,0.4822,NHS_BABY_BLUES__para_300__0004,NHS_BABY_BLUES,reassure,recovery,Unsafe,postnatal,urgent,It's been a month since the birth and I still can't shake this feeling of dread
postnatal_02,minilm,para_300,4,0.481,WHO_INTRAPARTUM_2018__para_300__1794,WHO_INTRAPARTUM_2018,neutral,recovery,OutOfScope,postnatal,urgent,It's been a month since the birth and I still can't shake this feeling of dread
postnatal_02,minilm,para_300,5,0.48,NHS_POSTNATAL__para_300__0006,NHS_POSTNATAL,neutral,background,Suboptimal,postnatal,urgent,It's been a month since the birth and I still can't shake this feeling of dread
postnatal_03,minilm,para_300,1,0.3647,KE_OBSTETRICS_2021__para_300__0620,KE_OBSTETRICS_2021,neutral,background,Suboptimal,postnatal,urgent,I've felt this low for three weeks straight now and it's not lifting
postnatal_03,minilm,para_300,2,0.3415,NHS_POSTNATAL__para_300__0024,NHS_POSTNATAL,neutral,background,Suboptimal,postnatal,urgent,I've felt this low for three weeks straight now and it's not lifting
postnatal_03,minilm,para_300,3,0.3392,ACOG_POSTPARTUM_CONDITIONS__para_300__0008,ACOG_POSTPARTUM_CONDITIONS,alarm,background,OutOfScope,postnatal,urgent,I've felt this low for three weeks straight now and it's not lifting
postnatal_03,minilm,para_300,4,0.3265,KE_OBSTETRICS_2021__para_300__0617,KE_OBSTETRICS_2021,neutral,background,Suboptimal,postnatal,urgent,I've felt this low for three weeks straight now and it's not lifting
postnatal_03,minilm,para_300,5,0.3227,NHS_POSTNATAL__para_300__0026,NHS_POSTNATAL,neutral,background,Suboptimal,postnatal,urgent,I've felt this low for three weeks straight now and it's not lifting
postnatal_04,minilm,para_300,1,0.4836,KE_MCH_HANDBOOK__para_300__0214,KE_MCH_HANDBOOK,neutral,background,Suboptimal,postnatal,urgent,"It's week four and I still feel numb about the baby, nothing has improved"
postnatal_04,minilm,para_300,2,0.4836,KE_MCH_HANDBOOK__para_300__0203,KE_MCH_HANDBOOK,neutral,background,Suboptimal,postnatal,urgent,"It's week four and I still feel numb about the baby, nothing has improved"
postnatal_04,minilm,para_300,3,0.4769,KE_MCH_HANDBOOK__para_300__0209,KE_MCH_HANDBOOK,neutral,background,Suboptimal,postnatal,urgent,"It's week four and I still feel numb about the baby, nothing has improved"
postnatal_04,minilm,para_300,4,0.4769,KE_MCH_HANDBOOK__para_300__0198,KE_MCH_HANDBOOK,neutral,background,Suboptimal,postnatal,urgent,"It's week four and I still feel numb about the baby, nothing has improved"
postnatal_04,minilm,para_300,5,0.4765,WHO_POSTNATAL_2022__para_300__2044,WHO_POSTNATAL_2022,neutral,background,Suboptimal,postnatal,urgent,"It's week four and I still feel numb about the baby, nothing has improved"
postnatal_05,minilm,para_300,1,0.3547,WHO_INTRAPARTUM_2018__para_300__0622,WHO_INTRAPARTUM_2018,neutral,background,OutOfScope,postnatal,urgent,I still feel like this most days and it's been way longer than anyone said it should last
postnatal_05,minilm,para_300,2,0.3545,WHO_SEPSIS_2015__para_300__0739,WHO_SEPSIS_2015,neutral,background,OutOfScope,postnatal,urgent,I still feel like this most days and it's been way longer than anyone said it should last
postnatal_05,minilm,para_300,3,0.3429,WHO_INTRAPARTUM_2018__para_300__0617,WHO_INTRAPARTUM_2018,neutral,background,OutOfScope,postnatal,urgent,I still feel like this most days and it's been way longer than anyone said it should last
postnatal_05,minilm,para_300,4,0.327,WHO_POSTNATAL_2022__para_300__0827,WHO_POSTNATAL_2022,neutral,background,Suboptimal,postnatal,urgent,I still feel like this most days and it's been way longer than anyone said it should last
postnatal_05,minilm,para_300,5,0.3184,KE_OBSTETRICS_2021__para_300__1886,KE_OBSTETRICS_2021,neutral,background,Suboptimal,postnatal,urgent,I still feel like this most days and it's been way longer than anyone said it should last
postnatal_06,minilm,para_300,1,0.2847,KE_OBSTETRICS_2021__para_300__0780,KE_OBSTETRICS_2021,neutral,background,Suboptimal,postnatal,urgent,"it's not going away like everyone said it would, and honestly it's getting harder, not easier"
postnatal_06,minilm,para_300,2,0.2829,KE_OBSTETRICS_2021__para_300__1561,KE_OBSTETRICS_2021,neutral,background,Suboptimal,postnatal,urgent,"it's not going away like everyone said it would, and honestly it's getting harder, not easier"
postnatal_06,minilm,para_300,3,0.2796,WHO_PPH_2025__para_300__0767,WHO_PPH_2025,neutral,acute,OutOfScope,postnatal,urgent,"it's not going away like everyone said it would, and honestly it's getting harder, not easier"
postnatal_06,minilm,para_300,4,0.2712,KE_OBSTETRICS_2021__para_300__1677,KE_OBSTETRICS_2021,neutral,background,Suboptimal,postnatal,urgent,"it's not going away like everyone said it would, and honestly it's getting harder, not easier"
postnatal_06,minilm,para_300,5,0.2645,KE_MNH_STANDARDS_2023__para_300__0006,KE_MNH_STANDARDS_2023,neutral,background,Suboptimal,postnatal,urgent,"it's not going away like everyone said it would, and honestly it's getting harder, not easier"
postnatal_07,minilm,para_300,1,0.3399,ACOG_POSTPARTUM_CONDITIONS__para_300__0023,ACOG_POSTPARTUM_CONDITIONS,neutral,background,OutOfScope,postnatal,urgent,I keep waiting to feel like myself again but it's been going on way past when it should have stopped
postnatal_07,minilm,para_300,2,0.3317,WHO_SEPSIS_2015__para_300__0739,WHO_SEPSIS_2015,neutral,background,OutOfScope,postnatal,urgent,I keep waiting to feel like myself again but it's been going on way past when it should have stopped
postnatal_07,minilm,para_300,3,0.3256,WHO_INTRAPARTUM_2018__para_300__1249,WHO_INTRAPARTUM_2018,neutral,treatment,OutOfScope,postnatal,urgent,I keep waiting to feel like myself again but it's been going on way past when it should have stopped
postnatal_07,minilm,para_300,4,0.3256,WHO_INTRAPARTUM_2018__para_300__1175,WHO_INTRAPARTUM_2018,neutral,treatment,OutOfScope,postnatal,urgent,I keep waiting to feel like myself again but it's been going on way past when it should have stopped
postnatal_07,minilm,para_300,5,0.3207,NHS_BABY_BLUES__para_300__0016,NHS_BABY_BLUES,reassure,treatment,Suboptimal,postnatal,urgent,I keep waiting to feel like myself again but it's been going on way past when it should have stopped
postnatal_08,minilm,para_300,1,0.3177,KE_OBSTETRICS_2021__para_300__1785,KE_OBSTETRICS_2021,neutral,background,Suboptimal,postnatal,urgent,this heaviness hasn't lifted at all and it's been way more than a couple of weeks now
postnatal_08,minilm,para_300,2,0.2877,KE_OBSTETRICS_2021__para_300__1786,KE_OBSTETRICS_2021,neutral,background,Suboptimal,postnatal,urgent,this heaviness hasn't lifted at all and it's been way more than a couple of weeks now
postnatal_08,minilm,para_300,3,0.2671,WHO_POSTNATAL_2022__para_300__1448,WHO_POSTNATAL_2022,neutral,background,Suboptimal,postnatal,urgent,this heaviness hasn't lifted at all and it's been way more than a couple of weeks now
postnatal_08,minilm,para_300,4,0.2651,WHO_INTRAPARTUM_2018__para_300__1836,WHO_INTRAPARTUM_2018,neutral,background,OutOfScope,postnatal,urgent,this heaviness hasn't lifted at all and it's been way more than a couple of weeks now
postnatal_08,minilm,para_300,5,0.2582,KE_OBSTETRICS_2021__para_300__1782,KE_OBSTETRICS_2021,neutral,background,Suboptimal,postnatal,urgent,this heaviness hasn't lifted at all and it's been way more than a couple of weeks now
postnatal_09,minilm,para_300,1,0.4779,NHS_BABY_BLUES__para_300__0005,NHS_BABY_BLUES,neutral,background,Suboptimal,postnatal,routine,I've been a bit weepy and overwhelmed since the birth but it's only been a few days
postnatal_09,minilm,para_300,2,0.4527,KE_OBSTETRICS_2021__para_300__1053,KE_OBSTETRICS_2021,neutral,background,Suboptimal,postnatal,routine,I've been a bit weepy and overwhelmed since the birth but it's only been a few days
postnatal_09,minilm,para_300,3,0.4482,NHS_POSTNATAL__para_300__0009,NHS_POSTNATAL,reassure,recovery,Safe,postnatal,routine,I've been a bit weepy and overwhelmed since the birth but it's only been a few days
postnatal_09,minilm,para_300,4,0.4426,KE_OBSTETRICS_2021__para_300__2271,KE_OBSTETRICS_2021,neutral,background,Suboptimal,postnatal,routine,I've been a bit weepy and overwhelmed since the birth but it's only been a few days
postnatal_09,minilm,para_300,5,0.4355,NHS_POSTNATAL__para_300__0000,NHS_POSTNATAL,neutral,recovery,Suboptimal,postnatal,routine,I've been a bit weepy and overwhelmed since the birth but it's only been a few days
postnatal_10,minilm,para_300,1,0.5825,NHS_BABY_BLUES__para_300__0005,NHS_BABY_BLUES,neutral,background,Suboptimal,postnatal,routine,"I feel a bit off and teary some evenings, it's been about a week since the baby came"
postnatal_10,minilm,para_300,2,0.5717,NHS_BABY_BLUES__para_300__0023,NHS_BABY_BLUES,neutral,background,Suboptimal,postnatal,routine,"I feel a bit off and teary some evenings, it's been about a week since the baby came"
postnatal_10,minilm,para_300,3,0.5473,KE_OBSTETRICS_2021__para_300__1053,KE_OBSTETRICS_2021,neutral,background,Suboptimal,postnatal,routine,"I feel a bit off and teary some evenings, it's been about a week since the baby came"
postnatal_10,minilm,para_300,4,0.5413,NHS_BABY_BLUES__para_300__0021,NHS_BABY_BLUES,neutral,background,Suboptimal,postnatal,routine,"I feel a bit off and teary some evenings, it's been about a week since the baby came"
postnatal_10,minilm,para_300,5,0.53,KE_OBSTETRICS_2021__para_300__0182,KE_OBSTETRICS_2021,neutral,background,Suboptimal,postnatal,routine,"I feel a bit off and teary some evenings, it's been about a week since the baby came"
pph_01,minilm,para_500,1,0.4371,NHS_LABOUR_SIGNS__para_500__0009,NHS_LABOUR_SIGNS,neutral,background,OutOfScope,pph,urgent,I delivered an hour ago and I'm soaking two pads every hour
pph_01,minilm,para_500,2,0.4135,WHO_POSTNATAL_2022__para_500__0282,WHO_POSTNATAL_2022,neutral,recovery,OutOfScope,pph,urgent,I delivered an hour ago and I'm soaking two pads every hour
pph_01,minilm,para_500,3,0.4026,NHS_LABOUR_SIGNS__para_500__0003,NHS_LABOUR_SIGNS,alarm,acute,OutOfScope,pph,urgent,I delivered an hour ago and I'm soaking two pads every hour
pph_01,minilm,para_500,4,0.3938,WHO_POSTNATAL_2022__para_500__0294,WHO_POSTNATAL_2022,neutral,recovery,OutOfScope,pph,urgent,I delivered an hour ago and I'm soaking two pads every hour
pph_01,minilm,para_500,5,0.3805,NHS_POSTNATAL__para_500__0002,NHS_POSTNATAL,neutral,background,Suboptimal,pph,urgent,I delivered an hour ago and I'm soaking two pads every hour
pph_02,minilm,para_500,1,0.5665,WHO_POSTNATAL_2022__para_500__0282,WHO_POSTNATAL_2022,neutral,recovery,OutOfScope,pph,urgent,I gave birth this morning and I've already gone through six pads
pph_02,minilm,para_500,2,0.5616,WHO_POSTNATAL_2022__para_500__0294,WHO_POSTNATAL_2022,neutral,recovery,OutOfScope,pph,urgent,I gave birth this morning and I've already gone through six pads
pph_02,minilm,para_500,3,0.5372,WHO_POSTNATAL_2022__para_500__0274,WHO_POSTNATAL_2022,neutral,background,OutOfScope,pph,urgent,I gave birth this morning and I've already gone through six pads
pph_02,minilm,para_500,4,0.5336,NHS_POSTNATAL__para_500__0006,NHS_POSTNATAL,neutral,recovery,Suboptimal,pph,urgent,I gave birth this morning and I've already gone through six pads
pph_02,minilm,para_500,5,0.5116,NHS_POSTNATAL__para_500__0010,NHS_POSTNATAL,neutral,background,Suboptimal,pph,urgent,I gave birth this morning and I've already gone through six pads
pph_03,minilm,para_500,1,0.6789,ACOG_POSTPARTUM_CONDITIONS__para_500__0007,ACOG_POSTPARTUM_CONDITIONS,reassure,treatment,Suboptimal,pph,urgent,"I'm still bleeding heavily twelve hours after the birth, soaking a pad in under an hour"
pph_03,minilm,para_500,2,0.6515,NHS_LABOUR_SIGNS__para_500__0009,NHS_LABOUR_SIGNS,neutral,background,OutOfScope,pph,urgent,"I'm still bleeding heavily twelve hours after the birth, soaking a pad in under an hour"
pph_03,minilm,para_500,3,0.6184,NHS_POSTNATAL__para_500__0006,NHS_POSTNATAL,neutral,recovery,Suboptimal,pph,urgent,"I'm still bleeding heavily twelve hours after the birth, soaking a pad in under an hour"
pph_03,minilm,para_500,4,0.6124,WHO_PPH_2025__para_500__0427,WHO_PPH_2025,neutral,recovery,Suboptimal,pph,urgent,"I'm still bleeding heavily twelve hours after the birth, soaking a pad in under an hour"
pph_03,minilm,para_500,5,0.6011,NHS_POSTNATAL__para_500__0002,NHS_POSTNATAL,neutral,background,Suboptimal,pph,urgent,"I'm still bleeding heavily twelve hours after the birth, soaking a pad in under an hour"
pph_04,minilm,para_500,1,0.578,KE_MNH_STANDARDS_2023__para_500__0939,KE_MNH_STANDARDS_2023,neutral,background,Suboptimal,pph,urgent,It's been two hours since delivery and I'm passing large clots with every pad change
pph_04,minilm,para_500,2,0.4555,KE_OBSTETRICS_2021__para_500__1383,KE_OBSTETRICS_2021,neutral,background,Suboptimal,pph,urgent,It's been two hours since delivery and I'm passing large clots with every pad change
pph_04,minilm,para_500,3,0.4515,NHS_POSTNATAL__para_500__0005,NHS_POSTNATAL,reassure,recovery,Unsafe,pph,urgent,It's been two hours since delivery and I'm passing large clots with every pad change
pph_04,minilm,para_500,4,0.4406,NHS_POSTNATAL__para_500__0007,NHS_POSTNATAL,neutral,background,Suboptimal,pph,urgent,It's been two hours since delivery and I'm passing large clots with every pad change
pph_04,minilm,para_500,5,0.4215,KE_MNH_STANDARDS_2023__para_500__0914,KE_MNH_STANDARDS_2023,neutral,recognition,Suboptimal,pph,urgent,It's been two hours since delivery and I'm passing large clots with every pad change
pph_05,minilm,para_500,1,0.4607,KE_OBSTETRICS_2021__para_500__1961,KE_OBSTETRICS_2021,neutral,background,Suboptimal,pph,urgent,the blood is soaking through everything and it's not slowing down
pph_05,minilm,para_500,2,0.417,KE_OBSTETRICS_2021__para_500__1278,KE_OBSTETRICS_2021,neutral,treatment,Suboptimal,pph,urgent,the blood is soaking through everything and it's not slowing down
pph_05,minilm,para_500,3,0.3997,NHS_LABOUR_SIGNS__para_500__0010,NHS_LABOUR_SIGNS,alarm,acute,OutOfScope,pph,urgent,the blood is soaking through everything and it's not slowing down
pph_05,minilm,para_500,4,0.3993,ACOG_POSTPARTUM_CONDITIONS__para_500__0007,ACOG_POSTPARTUM_CONDITIONS,reassure,treatment,Suboptimal,pph,urgent,the blood is soaking through everything and it's not slowing down
pph_05,minilm,para_500,5,0.3824,KE_OBSTETRICS_2021__para_500__1943,KE_OBSTETRICS_2021,neutral,background,Suboptimal,pph,urgent,the blood is soaking through everything and it's not slowing down
pph_06,minilm,para_500,1,0.2276,WHO_POSTNATAL_2022__para_500__0942,WHO_POSTNATAL_2022,neutral,background,OutOfScope,pph,urgent,I keep having to change everything because it just keeps coming
pph_06,minilm,para_500,2,0.2276,WHO_POSTNATAL_2022__para_500__0834,WHO_POSTNATAL_2022,neutral,background,OutOfScope,pph,urgent,I keep having to change everything because it just keeps coming
pph_06,minilm,para_500,3,0.2276,WHO_POSTNATAL_2022__para_500__0724,WHO_POSTNATAL_2022,neutral,background,OutOfScope,pph,urgent,I keep having to change everything because it just keeps coming
pph_06,minilm,para_500,4,0.2276,WHO_POSTNATAL_2022__para_500__0588,WHO_POSTNATAL_2022,neutral,background,OutOfScope,pph,urgent,I keep having to change everything because it just keeps coming
pph_06,minilm,para_500,5,0.2276,WHO_POSTNATAL_2022__para_500__0262,WHO_POSTNATAL_2022,neutral,background,OutOfScope,pph,urgent,I keep having to change everything because it just keeps coming
pph_07,minilm,para_500,1,0.5253,KE_OBSTETRICS_2021__para_500__1961,KE_OBSTETRICS_2021,neutral,background,Suboptimal,pph,urgent,I feel dizzy and the bleeding hasn't let up since I got home
pph_07,minilm,para_500,2,0.509,ACOG_POSTPARTUM_CONDITIONS__para_500__0009,ACOG_POSTPARTUM_CONDITIONS,alarm,recognition,Safe,pph,urgent,I feel dizzy and the bleeding hasn't let up since I got home
pph_07,minilm,para_500,3,0.475,ACOG_POSTPARTUM_CONDITIONS__para_500__0007,ACOG_POSTPARTUM_CONDITIONS,reassure,treatment,Suboptimal,pph,urgent,I feel dizzy and the bleeding hasn't let up since I got home
pph_07,minilm,para_500,4,0.4608,NHS_POSTNATAL__para_500__0015,NHS_POSTNATAL,neutral,background,Suboptimal,pph,urgent,I feel dizzy and the bleeding hasn't let up since I got home
pph_07,minilm,para_500,5,0.4599,NHS_POSTNATAL__para_500__0007,NHS_POSTNATAL,neutral,background,Suboptimal,pph,urgent,I feel dizzy and the bleeding hasn't let up since I got home
pph_08,minilm,para_500,1,0.34,WHO_INTRAPARTUM_2018__para_500__0405,WHO_INTRAPARTUM_2018,neutral,background,OutOfScope,pph,urgent,it's been hours and I still can't keep up with how much there is
pph_08,minilm,para_500,2,0.3112,KE_MCH_HANDBOOK__para_500__0087,KE_MCH_HANDBOOK,neutral,background,Suboptimal,pph,urgent,it's been hours and I still can't keep up with how much there is
pph_08,minilm,para_500,3,0.2967,WHO_INTRAPARTUM_2018__para_500__0401,WHO_INTRAPARTUM_2018,neutral,background,OutOfScope,pph,urgent,it's been hours and I still can't keep up with how much there is
pph_08,minilm,para_500,4,0.2807,WHO_INTRAPARTUM_2018__para_500__0411,WHO_INTRAPARTUM_2018,neutral,background,OutOfScope,pph,urgent,it's been hours and I still can't keep up with how much there is
pph_08,minilm,para_500,5,0.2721,WHO_INTRAPARTUM_2018__para_500__0400,WHO_INTRAPARTUM_2018,neutral,background,OutOfScope,pph,urgent,it's been hours and I still can't keep up with how much there is
pph_09,minilm,para_500,1,0.6826,ACOG_POSTPARTUM_CONDITIONS__para_500__0007,ACOG_POSTPARTUM_CONDITIONS,reassure,treatment,Suboptimal,pph,routine,It's day three after birth and my bleeding has gone from bright red to more of a pink-brown colour
pph_09,minilm,para_500,2,0.6008,KE_OBSTETRICS_2021__para_500__0318,KE_OBSTETRICS_2021,neutral,acute,Suboptimal,pph,routine,It's day three after birth and my bleeding has gone from bright red to more of a pink-brown colour
pph_09,minilm,para_500,3,0.5903,NHS_POSTNATAL__para_500__0007,NHS_POSTNATAL,neutral,background,Suboptimal,pph,routine,It's day three after birth and my bleeding has gone from bright red to more of a pink-brown colour
pph_09,minilm,para_500,4,0.5841,WHO_PPH_2025__para_500__0430,WHO_PPH_2025,alarm,recognition,Suboptimal,pph,routine,It's day three after birth and my bleeding has gone from bright red to more of a pink-brown colour
pph_09,minilm,para_500,5,0.5806,ACOG_POSTPARTUM_CONDITIONS__para_500__0008,ACOG_POSTPARTUM_CONDITIONS,neutral,background,Suboptimal,pph,routine,It's day three after birth and my bleeding has gone from bright red to more of a pink-brown colour
pph_10,minilm,para_500,1,0.5871,WHO_PPH_2025__para_500__0430,WHO_PPH_2025,alarm,recognition,Suboptimal,pph,routine,"I'm ten days postpartum and only spotting a little now, is that normal"
pph_10,minilm,para_500,2,0.5829,ACOG_POSTPARTUM_CONDITIONS__para_500__0007,ACOG_POSTPARTUM_CONDITIONS,reassure,treatment,Suboptimal,pph,routine,"I'm ten days postpartum and only spotting a little now, is that normal"
pph_10,minilm,para_500,3,0.58,KE_OBSTETRICS_2021__para_500__0306,KE_OBSTETRICS_2021,neutral,background,Suboptimal,pph,routine,"I'm ten days postpartum and only spotting a little now, is that normal"
pph_10,minilm,para_500,4,0.5734,NHS_POSTNATAL__para_500__0007,NHS_POSTNATAL,neutral,background,Suboptimal,pph,routine,"I'm ten days postpartum and only spotting a little now, is that normal"
